reads,sketch_id,shared_hashes,mlst,meca,pvl,scc,clindamycin,rifampicin,ciprofloxacin,vancomycin,tetracycline,mupirocin,gentamicin,trimethoprim,penicillin,methicillin,erythromycin,fusidicacid,barcode,resolution,basecall_method
6000,SAMEA3449106,2218,ST121,MSSA,PVL+,-,R,S,S,S,R,S,S,S,R,S,R,S,26,10k,sup
6000,SAMEA3448958,2207,ST121,MSSA,PVL+,-,S,S,S,S,R,S,S,R,R,S,S,S,26,10k,sup
6000,SAMEA3449052,2207,ST121,MSSA,PVL+,-,R,S,S,S,R,S,S,S,R,S,R,S,26,10k,sup
7000,SAMEA3448848,2046,ST121,MSSA,PVL+,-,S,S,S,S,R,S,S,S,R,S,S,S,26,10k,sup
7000,SAMEA3449106,2029,ST121,MSSA,PVL+,-,R,S,S,S,R,S,S,S,R,S,R,S,26,10k,sup
7000,SAMEA3448958,2024,ST121,MSSA,PVL+,-,S,S,S,S,R,S,S,R,R,S,S,S,26,10k,sup
7000,SAMEA3448949,2022,ST121,MSSA,PVL+,-,S,S,S,S,S,S,S,S,R,S,S,S,26,10k,sup
7000,SAMEA3448859,2020,ST121,MSSA,PVL+,-,S,S,S,S,R,S,S,S,R,S,S,S,26,10k,sup
8000,SAMEA3448848,1883,ST121,MSSA,PVL+,-,S,S,S,S,R,S,S,S,R,S,S,S,26,10k,sup
8000,SAMEA3449106,1866,ST121,MSSA,PVL+,-,R,S,S,S,R,S,S,S,R,S,R,S,26,10k,sup
8000,SAMEA3448975,1857,ST121,MSSA,PVL+,-,S,S,S,S,R,S,S,S,R,S,S,S,26,10k,sup
8000,SAMEA3448859,1856,ST121,MSSA,PVL+,-,S,S,S,S,R,S,S,S,R,S,S,S,26,10k,sup
8000,SAMEA3448958,1856,ST121,MSSA,PVL+,-,S,S,S,S,R,S,S,R,R,S,S,S,26,10k,sup
1000,SAMEA1571791,3783,ST93,MSSA,PVL+,-,S,S,S,S,S,S,S,S,R,S,S,S,33,10k,sup
1000,SAMEA1571812,3757,ST93,MSSA,PVL+,-,R,S,S,S,S,S,S,S,R,S,R,S,33,10k,sup
1000,SAMEA1903311,3756,ST93,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,33,10k,sup
1000,SAMEA1692072,3749,ST93,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,33,10k,sup
1000,SAMEA2445439,3748,ST93,MSSA,PVL+,-,R,S,S,S,S,S,S,S,R,S,R,S,33,10k,sup
1055,SAMEA1571791,3725,ST93,MSSA,PVL+,-,S,S,S,S,S,S,S,S,R,S,S,S,33,10k,sup
1055,SAMEA1903311,3704,ST93,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,33,10k,sup
1055,SAMEA2445439,3700,ST93,MSSA,PVL+,-,R,S,S,S,S,S,S,S,R,S,R,S,33,10k,sup
1055,SAMEA1571738,3698,ST93,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,33,10k,sup
1055,SAMEA1557125,3696,ST93,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,33,10k,sup
1055,SAMEA1571791,3725,ST93,MSSA,PVL+,-,S,S,S,S,S,S,S,S,R,S,S,S,33,10k,sup
1055,SAMEA1903311,3704,ST93,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,33,10k,sup
1055,SAMEA2445439,3700,ST93,MSSA,PVL+,-,R,S,S,S,S,S,S,S,R,S,R,S,33,10k,sup
1055,SAMEA1571738,3698,ST93,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,33,10k,sup
1055,SAMEA1557125,3696,ST93,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,33,10k,sup
1055,SAMEA1571791,3725,ST93,MSSA,PVL+,-,S,S,S,S,S,S,S,S,R,S,S,S,33,10k,sup
1055,SAMEA1903311,3704,ST93,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,33,10k,sup
1055,SAMEA2445439,3700,ST93,MSSA,PVL+,-,R,S,S,S,S,S,S,S,R,S,R,S,33,10k,sup
1055,SAMEA1571738,3698,ST93,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,33,10k,sup
1055,SAMEA1557125,3696,ST93,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,33,10k,sup
1055,SAMEA1571791,3725,ST93,MSSA,PVL+,-,S,S,S,S,S,S,S,S,R,S,S,S,33,10k,sup
1055,SAMEA1903311,3704,ST93,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,33,10k,sup
1055,SAMEA2445439,3700,ST93,MSSA,PVL+,-,R,S,S,S,S,S,S,S,R,S,R,S,33,10k,sup
1055,SAMEA1571738,3698,ST93,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,33,10k,sup
1055,SAMEA1557125,3696,ST93,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,33,10k,sup
1055,SAMEA1571791,3725,ST93,MSSA,PVL+,-,S,S,S,S,S,S,S,S,R,S,S,S,33,10k,sup
1055,SAMEA1903311,3704,ST93,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,33,10k,sup
1055,SAMEA2445439,3700,ST93,MSSA,PVL+,-,R,S,S,S,S,S,S,S,R,S,R,S,33,10k,sup
1055,SAMEA1571738,3698,ST93,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,33,10k,sup
1055,SAMEA1557125,3696,ST93,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,33,10k,sup
1055,SAMEA1571791,3725,ST93,MSSA,PVL+,-,S,S,S,S,S,S,S,S,R,S,S,S,33,10k,sup
1055,SAMEA1903311,3704,ST93,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,33,10k,sup
1055,SAMEA2445439,3700,ST93,MSSA,PVL+,-,R,S,S,S,S,S,S,S,R,S,R,S,33,10k,sup
1055,SAMEA1571738,3698,ST93,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,33,10k,sup
1055,SAMEA1557125,3696,ST93,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,33,10k,sup
1055,SAMEA1571791,3725,ST93,MSSA,PVL+,-,S,S,S,S,S,S,S,S,R,S,S,S,33,10k,sup
1055,SAMEA1903311,3704,ST93,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,33,10k,sup
1055,SAMEA2445439,3700,ST93,MSSA,PVL+,-,R,S,S,S,S,S,S,S,R,S,R,S,33,10k,sup
1055,SAMEA1571738,3698,ST93,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,33,10k,sup
1055,SAMEA1557125,3696,ST93,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,33,10k,sup
1000,SAMN06167327,3735,ST8,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,R,S,34,10k,sup
1000,SAMEA4058969,3734,ST8,MRSA,PVL+,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,R,S,34,10k,sup
1000,SAMN04868128,3726,ST8,MRSA,PVL+,SCCmec-IV,R,S,R,S,S,S,S,S,R,R,R,S,34,10k,sup
1000,SAMN04867972,3725,ST8,MRSA,PVL+,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,R,S,34,10k,sup
1000,SAMN04868111,3724,ST8,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,S,R,R,S,S,34,10k,sup
2000,SAMN04868085,3022,ST8,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,R,S,34,10k,sup
2000,SAMEA104188305,3018,ST8,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,R,S,34,10k,sup
2000,SAMEA2384630,3018,ST8,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,R,S,34,10k,sup
2000,SAMEA4058969,3014,ST8,MRSA,PVL+,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,R,S,34,10k,sup
2000,SAMN04868111,3011,ST8,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,S,R,R,S,S,34,10k,sup
3000,SAMN04868045,2521,ST8,MRSA,PVL+,SCCmec-II,S,S,R,S,S,S,S,S,R,R,R,S,34,10k,sup
3000,SAMN04868228,2515,ST8,MRSA,PVL+,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,R,S,34,10k,sup
3000,SAMEA104188305,2512,ST8,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,R,S,34,10k,sup
3000,SAMN04868111,2512,ST8,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,S,R,R,S,S,34,10k,sup
3000,SAMN08384037,2512,ST8,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,S,R,R,R,S,34,10k,sup
4000,SAMN08384037,2191,ST8,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,S,R,R,R,S,34,10k,sup
4000,SAMN04868085,2178,ST8,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,R,S,34,10k,sup
4000,SAMN04868111,2177,ST8,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,S,R,R,S,S,34,10k,sup
4000,SAMN02865127,2173,ST8,MRSA,PVL+,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,R,S,34,10k,sup
4000,SAMN04868045,2173,ST8,MRSA,PVL+,SCCmec-II,S,S,R,S,S,S,S,S,R,R,R,S,34,10k,sup
5000,SAMN08384037,1918,ST8,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,S,R,R,R,S,34,10k,sup
5000,SAMN04868196,1914,ST8,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,R,S,34,10k,sup
5000,SAMN04868111,1911,ST8,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,S,R,R,S,S,34,10k,sup
5000,SAMN02854573,1904,ST8,MRSA,PVL+,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,R,S,34,10k,sup
5000,SAMN06698300,1902,ST8,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,R,S,34,10k,sup
6000,SAMN04868196,1691,ST8,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,R,S,34,10k,sup
6000,SAMN04868111,1685,ST8,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,S,R,R,S,S,34,10k,sup
6000,SAMN02854573,1679,ST8,MRSA,PVL+,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,R,S,34,10k,sup
6000,SAMN04868085,1676,ST8,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,R,S,34,10k,sup
6000,SAMN08384037,1675,ST8,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,S,R,R,R,S,34,10k,sup
7000,SAMN04868111,1532,ST8,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,S,R,R,S,S,34,10k,sup
7000,SAMN04868196,1528,ST8,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,R,S,34,10k,sup
7000,SAMN04868085,1525,ST8,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,R,S,34,10k,sup
7000,SAMN06698300,1524,ST8,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,R,S,34,10k,sup
7000,SAMN02854573,1523,ST8,MRSA,PVL+,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,R,S,34,10k,sup
8000,SAMN06698300,1401,ST8,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,R,S,34,10k,sup
8000,SAMN02854573,1397,ST8,MRSA,PVL+,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,R,S,34,10k,sup
8000,SAMN04868082,1397,ST8,MRSA,PVL+,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,R,S,34,10k,sup
8000,SAMN04868111,1395,ST8,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,S,R,R,S,S,34,10k,sup
8000,SAMN04868196,1394,ST8,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,R,S,34,10k,sup
1000,SAMEA3212912,3791,ST239,MRSA,PVL*,SCCmec-III,R,S,R,S,R,S,R,R,R,R,R,S,41,10k,sup
1000,SAMEA1030611,3782,ST239,MRSA,PVL*,SCCmec-III,R,S,R,S,R,S,R,R,R,R,R,S,41,10k,sup
1000,SAMEA1462761,3782,ST239,MRSA,PVL*,SCCmec-III,R,S,R,S,R,S,R,R,R,R,R,S,41,10k,sup
1000,SAMEA2384603,3776,ST239,MRSA,PVL*,SCCmec-III,R,S,R,S,R,S,R,R,R,R,R,S,41,10k,sup
1000,SAMEA1462780,3765,ST239,MRSA,PVL*,SCCmec-III,R,S,R,S,R,S,R,R,R,R,R,S,41,10k,sup
2000,SAMEA2384603,3081,ST239,MRSA,PVL*,SCCmec-III,R,S,R,S,R,S,R,R,R,R,R,S,41,10k,sup
2000,SAMEA1462761,3079,ST239,MRSA,PVL*,SCCmec-III,R,S,R,S,R,S,R,R,R,R,R,S,41,10k,sup
2000,SAMEA104325260,3074,ST239,MRSA,PVL*,SCCmec-III,R,S,R,S,R,S,R,R,R,R,R,S,41,10k,sup
2000,SAMEA1030629,3065,ST239,MRSA,PVL*,SCCmec-III,R,S,R,S,R,S,R,R,R,R,R,S,41,10k,sup
2000,SAMEA1030739,3064,ST239,MRSA,PVL*,SCCmec-III,R,S,R,S,R,S,R,R,R,R,R,S,41,10k,sup
3000,SAMEA104325260,2537,ST239,MRSA,PVL*,SCCmec-III,R,S,R,S,R,S,R,R,R,R,R,S,41,10k,sup
3000,SAMEA2384603,2537,ST239,MRSA,PVL*,SCCmec-III,R,S,R,S,R,S,R,R,R,R,R,S,41,10k,sup
3000,SAMEA1462761,2519,ST239,MRSA,PVL*,SCCmec-III,R,S,R,S,R,S,R,R,R,R,R,S,41,10k,sup
3000,SAMEA1030739,2516,ST239,MRSA,PVL*,SCCmec-III,R,S,R,S,R,S,R,R,R,R,R,S,41,10k,sup
3000,SAMEA3212945,2514,ST239,MRSA,PVL*,SCCmec-III,R,S,R,S,R,S,R,R,R,R,R,S,41,10k,sup
4000,SAMEA104325260,2222,ST239,MRSA,PVL*,SCCmec-III,R,S,R,S,R,S,R,R,R,R,R,S,41,10k,sup
4000,SAMEA1462761,2209,ST239,MRSA,PVL*,SCCmec-III,R,S,R,S,R,S,R,R,R,R,R,S,41,10k,sup
4000,SAMEA1030723,2201,ST239,MRSA,PVL*,SCCmec-III,R,S,R,S,R,S,R,R,R,R,R,S,41,10k,sup
4000,SAMEA1030739,2201,ST239,MRSA,PVL*,SCCmec-III,R,S,R,S,R,S,R,R,R,R,R,S,41,10k,sup
4000,SAMEA1030612,2200,ST239,MRSA,PVL*,SCCmec-III,R,S,R,S,R,S,R,R,R,R,R,S,41,10k,sup
5000,SAMEA104325260,1950,ST239,MRSA,PVL*,SCCmec-III,R,S,R,S,R,S,R,R,R,R,R,S,41,10k,sup
5000,SAMEA1030612,1946,ST239,MRSA,PVL*,SCCmec-III,R,S,R,S,R,S,R,R,R,R,R,S,41,10k,sup
5000,SAMEA1462761,1944,ST239,MRSA,PVL*,SCCmec-III,R,S,R,S,R,S,R,R,R,R,R,S,41,10k,sup
5000,SAMEA3212930,1939,ST239,MRSA,PVL*,SCCmec-III,R,R,R,S,R,S,R,S,R,R,R,S,41,10k,sup
5000,SAMEA3212945,1938,ST239,MRSA,PVL*,SCCmec-III,R,S,R,S,R,S,R,R,R,R,R,S,41,10k,sup
6000,SAMEA104325260,1725,ST239,MRSA,PVL*,SCCmec-III,R,S,R,S,R,S,R,R,R,R,R,S,41,10k,sup
6000,SAMEA3212945,1720,ST239,MRSA,PVL*,SCCmec-III,R,S,R,S,R,S,R,R,R,R,R,S,41,10k,sup
6000,SAMEA3212948,1715,ST239,MRSA,PVL*,SCCmec-III,R,S,S,S,R,S,S,R,R,R,R,S,41,10k,sup
6000,SAMEA1462761,1713,ST239,MRSA,PVL*,SCCmec-III,R,S,R,S,R,S,R,R,R,R,R,S,41,10k,sup
6000,SAMEA3212930,1711,ST239,MRSA,PVL*,SCCmec-III,R,R,R,S,R,S,R,S,R,R,R,S,41,10k,sup
7000,SAMEA104325260,1550,ST239,MRSA,PVL*,SCCmec-III,R,S,R,S,R,S,R,R,R,R,R,S,41,10k,sup
7000,SAMEA3212945,1550,ST239,MRSA,PVL*,SCCmec-III,R,S,R,S,R,S,R,R,R,R,R,S,41,10k,sup
7000,SAMEA1030612,1543,ST239,MRSA,PVL*,SCCmec-III,R,S,R,S,R,S,R,R,R,R,R,S,41,10k,sup
7000,SAMEA3212930,1543,ST239,MRSA,PVL*,SCCmec-III,R,R,R,S,R,S,R,S,R,R,R,S,41,10k,sup
7000,SAMEA3212948,1543,ST239,MRSA,PVL*,SCCmec-III,R,S,S,S,R,S,S,R,R,R,R,S,41,10k,sup
8000,SAMEA104325260,1433,ST239,MRSA,PVL*,SCCmec-III,R,S,R,S,R,S,R,R,R,R,R,S,41,10k,sup
8000,SAMEA3212945,1420,ST239,MRSA,PVL*,SCCmec-III,R,S,R,S,R,S,R,R,R,R,R,S,41,10k,sup
8000,SAMEA90363418,1419,ST239,MRSA,PVL*,SCCmec-III,R,S,R,S,R,S,R,R,R,R,R,S,41,10k,sup
8000,SAMEA3212969,1418,ST239,MRSA,PVL*,SCCmec-III,R,S,R,S,R,S,S,R,R,R,R,S,41,10k,sup
8000,SAMEA3212930,1417,ST239,MRSA,PVL*,SCCmec-III,R,R,R,S,R,S,R,S,R,R,R,S,41,10k,sup
1000,SAMEA104137090,3840,ST12,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,42,10k,sup
1000,SAMEA104152190,3840,ST12,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,42,10k,sup
1000,SAMEA1466910,3838,ST12,MRSA,PVL*,SCCmec-II,S,S,S,S,S,S,S,S,R,R,S,S,42,10k,sup
1000,SAMEA104281611,3835,ST12,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,42,10k,sup
1000,SAMN05345348,3814,ST12,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,42,10k,sup
2000,SAMN05345545,3208,ST12,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,42,10k,sup
2000,SAMN05868263,3200,ST901,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,42,10k,sup
2000,SAMEA104281611,3193,ST12,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,42,10k,sup
2000,SAMEA104137072,3191,ST12,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,42,10k,sup
2000,SAMEA104152172,3191,ST12,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,42,10k,sup
3000,SAMN05345545,2662,ST12,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,42,10k,sup
3000,SAMEA104137072,2639,ST12,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,42,10k,sup
3000,SAMEA104152172,2639,ST12,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,42,10k,sup
3000,SAMEA3929605,2635,ST12,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,42,10k,sup
3000,SAMN05868263,2635,ST901,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,42,10k,sup
4000,SAMN05345545,2273,ST12,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,42,10k,sup
4000,SAMN05340699,2262,ST2245,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,R,42,10k,sup
4000,SAMEA104137090,2260,ST12,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,42,10k,sup
4000,SAMEA104152190,2260,ST12,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,42,10k,sup
4000,SAMEA1466910,2257,ST12,MRSA,PVL*,SCCmec-II,S,S,S,S,S,S,S,S,R,R,S,S,42,10k,sup
5000,SAMN05345545,1995,ST12,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,42,10k,sup
5000,SAMEA698662,1988,ST2878,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,42,10k,sup
5000,SAMN05340699,1981,ST2245,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,R,42,10k,sup
5000,SAMEA104137072,1979,ST12,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,42,10k,sup
5000,SAMEA104152172,1979,ST12,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,42,10k,sup
6000,SAMN05345545,1797,ST12,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,42,10k,sup
6000,SAMEA1523267,1790,ST2924,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,R,42,10k,sup
6000,SAMEA1523341,1790,ST12,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,42,10k,sup
6000,SAMN05336680,1790,ST12,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,42,10k,sup
6000,SAMN05340699,1790,ST2245,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,R,42,10k,sup
7000,SAMN05336680,1609,ST12,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,42,10k,sup
7000,SAMEA1523341,1608,ST12,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,42,10k,sup
7000,SAMEA104137072,1603,ST12,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,42,10k,sup
7000,SAMEA104152172,1603,ST12,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,42,10k,sup
7000,SAMEA2827157,1600,ST12,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,42,10k,sup
8000,SAMEA1523341,1459,ST12,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,42,10k,sup
8000,SAMEA3181359,1455,ST12,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,42,10k,sup
8000,SAMEA4547574,1455,ST12,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,42,10k,sup
8000,SAMN05336680,1454,ST12,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,42,10k,sup
8000,SAMEA4387479,1453,ST12,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,R,42,10k,sup
1000,SAMEA104137868,3724,ST101,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,49,10k,sup
1000,SAMEA4547501,3721,ST101,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,49,10k,sup
1000,SAMN06327405,3713,ST101,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,49,10k,sup
1000,SAMN06327855,3709,ST101,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,49,10k,sup
1000,SAMEA4547351,3706,ST101,MSSA,PVL*,-,S,S,S,S,S,S,S,S,r,S,S,S,49,10k,sup
2000,SAMEA104137868,3012,ST101,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,49,10k,sup
2000,SAMEA4547351,3000,ST101,MSSA,PVL*,-,S,S,S,S,S,S,S,S,r,S,S,S,49,10k,sup
2000,SAMN06327405,2996,ST101,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,49,10k,sup
2000,SAMEA698681,2983,ST101,MSSA,PVL*,-,S,S,S,S,S,S,S,S,r,S,S,S,49,10k,sup
2000,SAMN06327815,2981,ST101,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,49,10k,sup
3000,SAMEA104137868,2539,ST101,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,49,10k,sup
3000,SAMEA4547351,2531,ST101,MSSA,PVL*,-,S,S,S,S,S,S,S,S,r,S,S,S,49,10k,sup
3000,SAMEA698681,2523,ST101,MSSA,PVL*,-,S,S,S,S,S,S,S,S,r,S,S,S,49,10k,sup
3000,SAMN05337069,2516,ST101,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,49,10k,sup
3000,SAMN05340870,2512,ST101,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,49,10k,sup
4000,SAMEA104137868,2215,ST101,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,49,10k,sup
4000,SAMEA4547351,2202,ST101,MSSA,PVL*,-,S,S,S,S,S,S,S,S,r,S,S,S,49,10k,sup
4000,SAMN05340870,2199,ST101,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,49,10k,sup
4000,SAMEA698681,2191,ST101,MSSA,PVL*,-,S,S,S,S,S,S,S,S,r,S,S,S,49,10k,sup
4000,SAMN05337069,2181,ST101,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,49,10k,sup
5000,SAMEA104137868,1966,ST101,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,49,10k,sup
5000,SAMEA4547351,1958,ST101,MSSA,PVL*,-,S,S,S,S,S,S,S,S,r,S,S,S,49,10k,sup
5000,SAMN05340870,1950,ST101,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,49,10k,sup
5000,SAMEA698681,1946,ST101,MSSA,PVL*,-,S,S,S,S,S,S,S,S,r,S,S,S,49,10k,sup
5000,SAMN05337069,1944,ST101,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,49,10k,sup
6000,SAMEA104137868,1758,ST101,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,49,10k,sup
6000,SAMEA4547351,1751,ST101,MSSA,PVL*,-,S,S,S,S,S,S,S,S,r,S,S,S,49,10k,sup
6000,SAMN05340870,1747,ST101,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,49,10k,sup
6000,SAMN05337069,1741,ST101,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,49,10k,sup
6000,SAMEA698681,1739,ST101,MSSA,PVL*,-,S,S,S,S,S,S,S,S,r,S,S,S,49,10k,sup
7000,SAMEA4547351,1596,ST101,MSSA,PVL*,-,S,S,S,S,S,S,S,S,r,S,S,S,49,10k,sup
7000,SAMEA104137868,1594,ST101,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,49,10k,sup
7000,SAMEA698681,1587,ST101,MSSA,PVL*,-,S,S,S,S,S,S,S,S,r,S,S,S,49,10k,sup
7000,SAMEA1030714,1586,ST101,MSSA,PVL*,-,S,S,S,S,S,S,r,S,r,S,S,S,49,10k,sup
7000,SAMN05337069,1585,ST101,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,49,10k,sup
8000,SAMEA104137868,1481,ST101,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,49,10k,sup
8000,SAMEA4547351,1481,ST101,MSSA,PVL*,-,S,S,S,S,S,S,S,S,r,S,S,S,49,10k,sup
