pubmlst_id,n_reads,st,coverage,arcC,aroE,glpF,gmk,pta,tpi,yqiL
38824,2000,ND,95.11,13*,555*,857*,193*,12*,11*,13*
38824,3000,ND,97.94,13*,555*,1,193*,12*,11*,13*
38824,4000,8523,99.58,13,13,1,255*,12,11*,13*
38824,5000,15,99.87,13,13,1,1*,12,11,13
38824,6000,15,100.00,13,13,1,1,12,11,13
38824,7000,15,100.00,13,13,1,1,12,11,13
38824,8000,15,100.00,13,13,1,1,12,11,13
38825,1000,ND,77.32,115*,1025*,457*,1*,371*,407*,13*
38825,2000,ND,94.88,13*,13,943*,368*,12*,409*,13*
38825,3000,ND,96.97,13,13,943*,1,12,409*,13*
38825,4000,15,97.65,13,13,1,1,12,11*,13*
38825,5000,15,97.94,13,13,1,1,12,11*,13*
38825,6000,ND,98.00,13,13,1,1,12,409*,13*
38825,7000,ND,98.00,13,13,1,1,12,409*,13*
38825,8000,ND,98.00,13,13,1,1,12,409*,13*
38826,1000,ND,87.12,1,4*,202*,1*,11*,1*,1038*
38826,2000,ND,94.62,1,4,822*,1*,83*,1,1038*
38826,3000,ND,97.65,1,4,1*,1*,11*,1,1038*
38826,4000,1290,99.45,1,4,1,1*,11,1,3*
38826,5000,1290,99.90,1,4,1,1*,11,1,3
38826,6000,1290,100.00,1,4,1,1,11,1,3
38826,7000,1290,100.00,1,4,1,1,11,1,3
38826,8000,1290,100.00,1,4,1,1,11,1,3
38827,1000,ND,71.73,594*,14*,520*,6*,354*,928*,2*
38827,2000,ND,97.26,10*,14*,8*,6*,26*,3,2*
38827,3000,45,99.39,10,14*,8,6,10*,3,2
38827,4000,45,99.84,10,14,8,6,10*,3,2
38827,5000,45,99.94,10,14,8,6,10*,3,2
38827,6000,45,100.00,10,14,8,6,10,3,2
38827,7000,45,100.00,10,14,8,6,10,3,2
38827,8000,45,100.00,10,14,8,6,10,3,2
38828,1000,ND,85.79,3*,719*,109*,1*,4*,4*,926*
38828,2000,8,99.26,3,3*,1*,1,4,4*,3*
38828,3000,8,99.68,3,3,1,1,4,4*,3*
38828,4000,8,99.90,3,3,1,1,4,4,3*
38828,5000,8,100.00,3,3,1,1,4,4,3
38828,6000,8,100.00,3,3,1,1,4,4,3
38828,7000,8,100.00,3,3,1,1,4,4,3
38828,8000,8,100.00,3,3,1,1,4,4,3
38829,1000,ND,79.68,10*,14*,8*,6*,60*,37*,808*
38829,2000,ND,93.75,10*,14*,8,452*,1014*,37*,2*
38829,3000,256,97.62,10,14*,8,6*,10*,37*,2*
38829,4000,256,99.65,10,14,8,6,10*,37,2*
38829,5000,256,100.00,10,14,8,6,10,37,2
38829,6000,256,100.00,10,14,8,6,10,37,2
38829,7000,256,100.00,10,14,8,6,10,37,2
38829,8000,256,100.00,10,14,8,6,10,37,2
38830,1000,ND,72.57,626*,533*,429*,1*,11*,871*,3*
38830,2000,ND,95.98,1*,4*,903*,1*,11,241*,3*
38830,3000,ND,98.62,1,4,903*,1,11,1*,3*
38830,4000,1290,99.71,1,4,1*,1,11,1,3*
38830,5000,1290,99.97,1,4,1,1,11,1,3*
38830,6000,1290,99.97,1,4,1,1,11,1,3*
38830,7000,1290,100.00,1,4,1,1,11,1,3
38830,8000,1290,100.00,1,4,1,1,11,1,3
38831,1000,ND,78.66,726*,174*,636*,8*,504*,93*,3*
38831,2000,ND,94.01,726*,4*,636*,8,4*,4*,3*
38831,3000,ND,97.39,130*,4*,636*,8,4,4*,3
38831,4000,ND,98.65,726*,4,636*,8,4,4,3
38831,5000,72,99.61,1*,4,1*,8,4,4,3
38831,6000,72,100.00,1,4,1,8,4,4,3
38831,7000,72,100.00,1,4,1,8,4,4,3
38831,8000,72,100.00,1,4,1,8,4,4,3
38832,1000,ND,60.40,583*,1156*,"",39*,4*,4*,1002*
38832,2000,ND,76.86,3*,473*,395*,245*,4*,4*,1002*
38832,3000,ND,94.40,3*,3*,904*,1,4*,4*,227*
38832,4000,3781,99.32,3,532,1*,1,4*,4,3*
38832,5000,8,100.00,3,3,1,1,4,4,3
38832,6000,8,100.00,3,3,1,1,4,4,3
38832,7000,8,100.00,3,3,1,1,4,4,3
38832,8000,8,100.00,3,3,1,1,4,4,3
38833,1000,ND,77.24,2*,505*,2*,550*,6*,168*,1091*
38833,2000,ND,96.20,2*,243*,2*,2*,6*,3*,1091*
38833,3000,30,98.91,2,2*,2*,2,6*,3,2
38833,4000,30,99.87,2,2*,2,2,6,3,2
38833,5000,30,100.00,2,2,2,2,6,3,2
38833,6000,30,100.00,2,2,2,2,6,3,2
38833,7000,30,100.00,2,2,2,2,6,3,2
38833,8000,30,100.00,2,2,2,2,6,3,2
38834,1000,ND,65.22,13*,252*,846*,79*,640*,10*,13*
38834,2000,ND,88.99,13*,13*,1*,265*,12*,10*,13*
38834,3000,582,98.39,13*,13,1,1,12,10,13*
38834,4000,582,99.48,13*,13,1,1,12,10,13*
38834,5000,582,99.94,13*,13,1,1,12,10,13
38834,6000,582,99.94,13*,13,1,1,12,10,13
38834,7000,582,99.94,13*,13,1,1,12,10,13
38834,8000,582,100.00,13,13,1,1,12,10,13
38835,1000,ND,86.16,13*,19*,1*,39*,230*,10*,542*
38835,2000,ND,93.75,13,13*,700,39*,463*,10,542*
38835,3000,ND,99.10,13,13*,700,1*,230*,10,13*
38835,4000,7873,99.71,13,13,700,1,12*,10,13*
38835,5000,7873,99.94,13,13,700,1,12*,10,13*
38835,6000,7873,100.00,13,13,700,1,12,10,13
38835,7000,7873,100.00,13,13,700,1,12,10,13
38835,8000,7873,100.00,13,13,700,1,12,10,13
38836,1000,ND,65.20,26*,35*,19*,210*,20*,674*,39*
38836,2000,398,92.13,3*,35*,19*,2*,20*,26*,39*
38836,3000,398,96.65,3*,35*,19*,2*,20*,26*,39*
38836,4000,398,99.36,3,35,19*,2*,20,26,39*
38836,5000,398,99.61,3,35,19*,2,20,26,39*
38836,6000,398,99.94,3,35,19*,2,20,26,39
38836,7000,398,100.00,3,35,19,2,20,26,39
38836,8000,398,100.00,3,35,19,2,20,26,39
38837,1000,ND,76.66,380*,1149*,2*,2*,482*,456*,85*
38837,2000,ND,88.02,2,1042*,2*,2*,482*,3*,2*
38837,3000,30,99.07,2,2,2,2*,6*,3,2*
38837,4000,30,99.87,2,2,2,2*,6*,3,2
38837,5000,30,100.00,2,2,2,2,6,3,2
38837,6000,30,100.00,2,2,2,2,6,3,2
38837,7000,30,100.00,2,2,2,2,6,3,2
38837,8000,30,100.00,2,2,2,2,6,3,2
38838,1000,ND,73.44,106*,911*,399*,298*,402*,617*,759*
38838,2000,8199,94.58,3*,35*,992*,2,20*,26*,39*
38838,3000,ND,99.03,3*,35,992*,2,20*,58*,39*
38838,4000,8199,99.71,3*,35,992,2,20,26*,39
38838,5000,398,100.00,3,35,19,2,20,26,39
38838,6000,398,100.00,3,35,19,2,20,26,39
38838,7000,398,100.00,3,35,19,2,20,26,39
38838,8000,398,100.00,3,35,19,2,20,26,39
38839,1000,ND,44.97,371*,23*,"",2*,94*,905*,15*
38839,2000,ND,86.38,19*,23,575*,2*,970*,548*,15*
38839,3000,8127,96.30,19,23,15*,2*,970*,20*,15*
38839,4000,8127,99.52,19,23,15,2,970*,20*,15*
38839,5000,8127,99.97,19,23,15,2,970,20,15*
38839,6000,8127,100.00,19,23,15,2,970,20,15
38839,7000,8127,100.00,19,23,15,2,970,20,15
38839,8000,8127,100.00,19,23,15,2,970,20,15
38840,1000,ND,63.01,681*,129*,449*,4*,1007*,6*,851*
38840,2000,ND,90.83,5*,522*,798*,4*,1007*,6*,3*
38840,3000,ND,97.04,5*,4*,754*,4,1007*,6*,3
38840,4000,ND,99.68,5,4*,798*,4,4*,6,3
38840,5000,7,99.81,5,4*,1,4,4*,6,3
38840,6000,7,100.00,5,4,1,4,4,6,3
38840,7000,7,100.00,5,4,1,4,4,6,3
38840,8000,7,100.00,5,4,1,4,4,6,3
38841,1000,ND,68.80,13*,1063*,1*,153*,414*,634*,13*
38841,2000,ND,80.49,13*,105*,1*,1*,414*,10*,13*
38841,3000,582,96.33,13,13*,1*,1*,12*,10,13*
38841,4000,582,99.58,13,13*,1,1,12*,10,13
38841,5000,582,100.00,13,13,1,1,12,10,13
38841,6000,582,100.00,13,13,1,1,12,10,13
38841,7000,582,100.00,13,13,1,1,12,10,13
38841,8000,582,100.00,13,13,1,1,12,10,13
38842,1000,ND,79.81,872*,4*,549*,4*,206*,200*,435*
38842,2000,3410,96.43,1*,4*,1*,4*,12*,1*,435*
38842,3000,5,98.97,1*,4,1,4,12,1,10*
38842,4000,5,99.32,1*,4,1,4,12,1,10*
38842,5000,5,99.65,1,4,1,4,12,1,10*
38842,6000,5,99.65,1,4,1,4,12,1,10*
38842,7000,5,99.65,1,4,1,4,12,1,10*
38842,8000,5,99.65,1,4,1,4,12,1,10*
38843,1000,ND,81.31,3,662*,3*,8*,570*,924*,1*
38843,2000,ND,91.05,3,1*,905*,8*,570*,1*,1*
38843,3000,ND,93.59,3,1*,905*,8*,1*,1*,1*
38843,4000,ND,98.62,3,1,240*,8,1*,1*,1*
38843,5000,188,99.58,3,1,1,8,1,1*,1*
38843,6000,188,99.94,3,1,1,8,1,1*,1
38843,7000,188,100.00,3,1,1,8,1,1,1
38843,8000,188,100.00,3,1,1,8,1,1,1
38844,1000,ND,79.59,146*,53*,8*,6*,374*,364*,2*
38844,2000,ND,92.53,10*,53*,8*,6*,10,3*,2*
38844,3000,45,99.29,10*,14*,8*,6,10,3*,2*
38844,4000,45,99.71,10,14*,8,6,10,3*,2*
38844,5000,45,99.77,10,14*,8,6,10,3*,2
38844,6000,45,99.87,10,14*,8,6,10,3*,2
38844,7000,45,99.94,10,14,8,6,10,3*,2
38844,8000,45,100.00,10,14,8,6,10,3,2
38845,1000,ND,59.40,256*,989*,729*,637*,2*,266*,2*
38845,2000,ND,90.92,65*,2*,2*,637*,6,38*,2*
38845,3000,ND,97.84,162*,2*,2*,637*,6,3*,2
38845,4000,ND,99.03,162*,2,2*,637,6,3,2
38845,5000,8128,99.45,2*,2,2*,637,6,3,2
38845,6000,8128,99.77,2*,2,2*,637,6,3,2
38845,7000,ND,99.87,162*,2,2,637,6,3,2
38845,8000,8128,99.94,2*,2,2,637,6,3,2
38847,1000,ND,76.06,762*,883*,103*,2*,791*,12*,767*
38847,2000,ND,92.21,2*,2*,2,2*,6*,3*,1119*
38847,3000,30,98.91,2*,2,2,2*,6*,3*,2*
38847,4000,30,99.84,2,2,2,2*,6,3*,2
38847,5000,30,99.97,2,2,2,2,6,3*,2
38847,6000,30,100.00,2,2,2,2,6,3,2
38847,7000,30,100.00,2,2,2,2,6,3,2
38847,8000,30,100.00,2,2,2,2,6,3,2
38848,1000,ND,63.68,13*,13*,184*,12*,12*,102*,347*
38848,2000,15,94.62,13*,13*,1*,1*,12*,11*,13*
38848,3000,15,99.36,13*,13,1,1*,12,11*,13*
38848,4000,15,99.77,13*,13,1,1*,12,11*,13
38848,5000,15,99.90,13,13,1,1*,12,11,13
38848,6000,15,100.00,13,13,1,1,12,11,13
38848,7000,15,100.00,13,13,1,1,12,11,13
38848,8000,15,100.00,13,13,1,1,12,11,13
38849,1000,ND,79.97,3*,611*,268*,328*,1*,5*,938*
38849,2000,ND,91.73,3*,1*,630*,328*,1,5*,3*
38849,3000,ND,95.50,3,1*,798*,628*,1,5*,3*
38849,4000,ND,98.75,3,1,798*,628*,1,5*,3*
38849,5000,ND,99.84,3,1,798*,1,1,5,545
38849,6000,ND,99.84,3,1,798*,1,1,5,3
38849,7000,ND,99.87,3,1,798*,1,1,5,3
38849,8000,ND,99.87,3,1,798*,1,1,5,3
38850,1000,ND,59.16,3*,761*,920*,260*,971*,173*,592*
38850,2000,ND,90.31,3*,1143*,920*,1*,971*,5*,3*
38850,3000,ND,96.97,577*,1*,920*,1*,971*,5*,3*
38850,4000,ND,99.26,577*,1,1*,1*,971*,5,3*
38850,5000,8129,99.84,3,1,1*,1*,971*,5,3
38850,6000,8129,100.00,3,1,1,1,971,5,3
38850,7000,8129,100.00,3,1,1,1,971,5,3
38850,8000,8129,100.00,3,1,1,1,971,5,3
38851,1000,ND,83.58,2*,883*,2*,666*,6*,49*,875*
38851,2000,5947,98.81,2,2*,2,2,6*,3*,806*
38851,3000,30,99.90,2,2*,2,2,6,3,2
38851,4000,30,100.00,2,2,2,2,6,3,2
38851,5000,30,100.00,2,2,2,2,6,3,2
38851,6000,30,100.00,2,2,2,2,6,3,2
38851,7000,30,100.00,2,2,2,2,6,3,2
38851,8000,30,100.00,2,2,2,2,6,3,2
38852,1000,ND,81.69,124*,1036*,19*,2*,20*,26*,39*
38852,2000,ND,97.87,124*,35*,19*,2*,20*,26,39*
38852,3000,398,99.74,3,35*,19*,2*,20*,26,39
38852,4000,398,99.97,3,35,19,2,20*,26,39
38852,5000,398,100.00,3,35,19,2,20,26,39
38852,6000,398,100.00,3,35,19,2,20,26,39
38852,7000,398,100.00,3,35,19,2,20,26,39
38852,8000,398,100.00,3,35,19,2,20,26,39
38853,1000,ND,67.80,3*,49*,48*,2*,20*,651*,886*
38853,2000,8088,94.10,3,1121*,19*,2,20*,26*,39*
38853,3000,8088,96.97,3,1121*,19*,2,20,26,39*
38853,4000,8088,97.00,3,1121*,19,2,20,26,39*
38853,5000,8088,99.68,3,1121*,19,2,20,26,39
38853,6000,8088,100.00,3,1121,19,2,20,26,39
38853,7000,8088,100.00,3,1121,19,2,20,26,39
38853,8000,8088,100.00,3,1121,19,2,20,26,39
38854,1000,ND,74.98,10*,14*,64*,87*,145*,3*,2*
38854,2000,45,97.10,10,14*,8*,6*,10*,3,2*
38854,3000,ND,98.49,10,14*,8*,6*,10*,3,643*
38854,4000,45,99.45,10,14*,8*,6*,10*,3,2*
38854,5000,45,100.00,10,14,8,6,10,3,2
38854,6000,45,100.00,10,14,8,6,10,3,2
38854,7000,45,100.00,10,14,8,6,10,3,2
38854,8000,45,100.00,10,14,8,6,10,3,2
38855,1000,ND,58.16,633*,463*,19*,277*,20*,664*,314*
38855,2000,ND,77.69,133*,790*,19*,2*,20*,352*,399*
38855,3000,3795,97.07,445*,35*,19,2*,20,26,39*
38855,4000,3795,99.42,445*,35,19,2*,20,26,39*
38855,5000,398,99.87,3*,35,19,2,20,26,39*
38855,6000,398,99.97,3*,35,19,2,20,26,39
38855,7000,398,100.00,3,35,19,2,20,26,39
38855,8000,398,100.00,3,35,19,2,20,26,39
39190,1000,ND,88.18,1*,713*,464*,641*,1*,1*,28*
39190,2000,ND,95.04,1*,713*,464*,641*,1,1,28*
39190,3000,ND,98.49,1*,4*,1*,641*,1,1,28
39190,4000,ND,99.58,1*,4*,1*,4*,1,1,28
39190,5000,105,99.84,1,4*,1,4*,12,1,28
39190,6000,105,99.90,1,4*,1,4,12,1,28
39190,7000,105,100.00,1,4,1,4,12,1,28
39190,8000,105,100.00,1,4,1,4,12,1,28
39191,1000,ND,72.25,126*,639*,920*,342*,224*,1*,512*
39191,2000,ND,91.08,1*,1141*,1*,4*,224*,1*,512*
39191,3000,ND,94.91,1,1141*,1*,4,452*,1*,10
39191,4000,6128,99.10,1,4*,112*,4,12*,1,10
39191,5000,5,99.94,1,4*,1,4,12,1,10
39191,6000,5,100.00,1,4,1,4,12,1,10
39191,7000,5,100.00,1,4,1,4,12,1,10
39191,8000,5,100.00,1,4,1,4,12,1,10
39192,1000,ND,66.22,739*,345*,1*,1*,336*,741*,91*
39192,2000,ND,94.69,2*,3*,1*,1*,441*,4*,3*
39192,3000,ND,97.39,2*,3*,1,1,185*,4*,3*
39192,4000,239,99.29,2*,3,1,1,4*,4,3*
39192,5000,239,99.45,2*,3,1,1,4*,4,3*
39192,6000,239,99.71,2*,3,1,1,4*,4,3
39192,7000,239,99.94,2,3,1,1,4*,4,3
39192,8000,239,99.94,2,3,1,1,4*,4,3
39193,1000,ND,63.98,862*,1009*,6*,538*,15*,404*,10*
39193,2000,ND,83.97,1,4*,6*,538*,675*,25*,10*
39193,3000,ND,97.26,1,4,6*,4*,12*,25*,10*
39193,4000,ND,99.36,1,4,6*,4*,12,25*,10*
39193,5000,225,99.77,1,4,1*,4*,12,25,10
39193,6000,225,99.84,1,4,1*,4,12,25,10
39193,7000,225,100.00,1,4,1,4,12,25,10
39193,8000,225,100.00,1,4,1,4,12,25,10
39194,1000,ND,69.38,6*,1168*,12*,351*,49*,721*,138*
39194,2000,8445,90.33,6,1168*,12*,43*,49*,67*,59*
39194,3000,151,98.74,6,72*,12,43*,49*,67*,59*
39194,4000,151,99.48,6,72*,12,43,49*,67*,59*
39194,5000,151,99.77,6,72*,12,43,49*,67,59
39194,6000,151,99.97,6,72,12,43,49*,67,59
39194,7000,151,99.97,6,72,12,43,49*,67,59
39194,8000,151,100.00,6,72,12,43,49,67,59
39195,1000,ND,61.03,1*,710*,720*,14*,11*,51*,881*
39195,2000,ND,93.92,1*,337*,939*,14,11*,51*,40*
39195,3000,ND,96.81,1*,532*,939*,14,11*,51,320*
39195,4000,80,99.58,1,3*,1,14,11*,51,10*
39195,5000,80,100.00,1,3,1,14,11,51,10
39195,6000,80,100.00,1,3,1,14,11,51,10
39195,7000,80,100.00,1,3,1,14,11,51,10
39195,8000,80,100.00,1,3,1,14,11,51,10
39196,1000,ND,80.77,3*,35*,440*,2*,306*,26*,759*
39196,2000,398,94.81,3*,35,19*,2*,20*,26*,39*
39196,3000,398,96.81,3*,35,19*,2*,20*,26,39
39196,4000,398,99.68,3*,35,19*,2,20*,26,39
39196,5000,398,99.90,3,35,19*,2,20,26,39
39196,6000,398,99.90,3,35,19*,2,20,26,39
39196,7000,398,99.94,3,35,19*,2,20,26,39
39196,8000,398,100.00,3,35,19,2,20,26,39
39197,1000,ND,77.53,301*,778*,931*,478*,4*,4*,16*
39197,2000,ND,94.72,301*,3*,1*,478*,4*,660*,16*
39197,3000,ND,98.20,301*,3*,1*,1*,4*,4,16*
39197,4000,ND,99.48,301*,3*,1*,1*,4,4,16
39197,5000,250,100.00,3,3,1,1,4,4,16
39197,6000,250,100.00,3,3,1,1,4,4,16
39197,7000,250,100.00,3,3,1,1,4,4,16
39197,8000,250,100.00,3,3,1,1,4,4,16
39198,1000,ND,83.39,1*,4*,244*,4*,365*,1*,10*
39198,2000,ND,89.99,1,4*,244*,4*,12*,794*,10*
39198,3000,5,98.74,1,4*,1*,4*,12,1*,10*
39198,4000,5,99.90,1,4,1*,4,12,1,10
39198,5000,5,100.00,1,4,1,4,12,1,10
39198,6000,5,100.00,1,4,1,4,12,1,10
39198,7000,5,100.00,1,4,1,4,12,1,10
39198,8000,5,100.00,1,4,1,4,12,1,10
39200,1000,ND,74.47,6*,66*,46*,303*,681*,50*,18*
39200,2000,ND,92.72,6*,66*,46*,48*,7*,50*,18*
39200,3000,133,98.04,6*,66*,46*,2*,7*,50,18
39200,4000,133,99.45,6*,66*,46*,2,7,50,18
39200,5000,133,100.00,6,66,46,2,7,50,18
39200,6000,133,100.00,6,66,46,2,7,50,18
39200,7000,133,100.00,6,66,46,2,7,50,18
39200,8000,133,100.00,6,66,46,2,7,50,18
39201,1000,ND,56.02,1*,4*,605*,537*,458*,113*,531*
39201,2000,ND,90.05,1*,4*,873*,4*,296*,113*,28*
39201,3000,ND,97.97,1,4*,873*,4,12*,1*,28*
39201,4000,105,99.52,1,4*,1,4,12*,1,28*
39201,5000,105,99.97,1,4,1,4,12,1,28*
39201,6000,105,100.00,1,4,1,4,12,1,28
39201,7000,105,100.00,1,4,1,4,12,1,28
39201,8000,105,100.00,1,4,1,4,12,1,28
39202,1000,ND,73.82,7*,6*,58*,508*,8*,480*,232*
39202,2000,4155,91.44,7*,6,1*,5*,8*,480*,6*
39202,3000,22,93.43,7*,6,1,5*,8,8*,6*
39202,4000,22,99.71,7*,6,1,5,8,8,6*
39202,5000,22,99.81,7*,6,1,5,8,8,6*
39202,6000,22,100.00,7,6,1,5,8,8,6
39202,7000,22,100.00,7,6,1,5,8,8,6
39202,8000,22,100.00,7,6,1,5,8,8,6
39203,1000,ND,67.09,498*,33*,665*,20*,7*,394*,377*
39203,2000,ND,96.01,498*,33*,6*,20*,7*,50*,48*
39203,3000,425,99.10,18*,33*,6,20,7*,50,48
39203,4000,425,100.00,18,33,6,20,7,50,48
39203,5000,425,100.00,18,33,6,20,7,50,48
39203,6000,425,100.00,18,33,6,20,7,50,48
39203,7000,425,100.00,18,33,6,20,7,50,48
39203,8000,425,100.00,18,33,6,20,7,50,48
39204,1000,ND,83.48,514*,64*,44*,457*,43,55*,51*
39204,2000,93,96.20,6*,64,44*,2*,43,55,51*
39204,3000,93,98.42,6*,64,44*,2*,43,55,51*
39204,4000,93,100.00,6,64,44,2,43,55,51
39204,5000,93,100.00,6,64,44,2,43,55,51
39204,6000,93,100.00,6,64,44,2,43,55,51
39204,7000,93,100.00,6,64,44,2,43,55,51
39204,8000,93,100.00,6,64,44,2,43,55,51
39205,1000,ND,79.61,649*,2*,289*,2*,3*,3*,348*
39205,2000,ND,91.86,218*,2,289*,2*,71*,3*,348*
39205,3000,500,96.62,2*,2,2*,2,71*,3*,2*
39205,4000,500,98.23,2*,2,2*,2,71*,3*,2*
39205,5000,36,99.87,2,2,2,2,3*,3*,2
39205,6000,36,99.94,2,2,2,2,3,3*,2
39205,7000,36,100.00,2,2,2,2,3,3,2
39205,8000,36,100.00,2,2,2,2,3,3,2
39206,1000,ND,61.05,160*,195*,527*,77*,314*,20*,42*
39206,2000,375,95.56,19*,23*,15*,2*,19*,20*,42*
39206,3000,59,99.03,19*,23,15*,2,19,20,15*
39206,4000,59,99.77,19*,23,15,2,19,20,15*
39206,5000,59,99.81,19*,23,15,2,19,20,15*
39206,6000,59,100.00,19,23,15,2,19,20,15
39206,7000,59,100.00,19,23,15,2,19,20,15
39206,8000,59,100.00,19,23,15,2,19,20,15
39207,1000,ND,51.34,385*,130*,489*,135*,139*,1*,1077*
39207,2000,ND,90.98,623*,1*,489*,371*,1*,1*,135*
39207,3000,ND,95.81,623*,1*,489*,1*,1*,409*,1
39207,4000,ND,98.36,673*,1*,1,1,1*,409*,1
39207,5000,1,100.00,1,1,1,1,1,1,1
39207,6000,1,100.00,1,1,1,1,1,1,1
39207,7000,1,100.00,1,1,1,1,1,1,1
39207,8000,1,100.00,1,1,1,1,1,1,1
39208,1000,ND,83.42,23*,223*,316*,1*,156*,113*,1*
39208,2000,ND,95.24,210*,223*,1,1*,1*,1*,1*
39208,3000,7770,99.10,1*,1,1,1*,920*,1,1
39208,4000,7770,99.45,1*,1,1,1*,920*,1,1
39208,5000,1,99.81,1*,1,1,1,1*,1,1
39208,6000,1,100.00,1,1,1,1,1,1,1
39208,7000,1,100.00,1,1,1,1,1,1,1
39208,8000,1,100.00,1,1,1,1,1,1,1
39209,1000,ND,70.59,62*,587*,798*,357*,224*,1*,346*
39209,2000,ND,86.97,1*,4*,798*,357*,224*,1,621*
39209,3000,ND,96.04,1,4*,798*,4*,12*,1,10*
39209,4000,ND,99.45,1,4*,798*,4,12*,1,10
39209,5000,ND,100.00,1,4,798,4,12,1,10
39209,6000,ND,100.00,1,4,798,4,12,1,10
39209,7000,5,100.00,1,4,1,4,12,1,10
39209,8000,5,100.00,1,4,1,4,12,1,10
39210,1000,ND,61.73,108*,847*,"",257*,815*,1*,10*
39210,2000,ND,89.28,80*,847*,982*,324*,671*,1*,10
39210,3000,ND,98.36,1*,664,794*,4*,934*,1*,10
39210,4000,5,99.81,1*,4,1,4,12*,1,10
39210,5000,5,99.94,1*,4,1,4,12,1,10
39210,6000,5,100.00,1,4,1,4,12,1,10
39210,7000,5,100.00,1,4,1,4,12,1,10
39210,8000,5,100.00,1,4,1,4,12,1,10
39211,1000,ND,82.29,876*,3*,822*,1*,4*,368*,400*
39211,2000,ND,91.34,240*,3,822*,1,4,368*,3*
39211,3000,8,95.49,3*,3,1*,1,4,4*,3*
39211,4000,8,98.23,3,3,1,1,4,4*,3*
39211,5000,ND,99.61,3,3,1,1,4,4*,1011*
39211,6000,8,100.00,3,3,1,1,4,4,3
39211,7000,8,100.00,3,3,1,1,4,4,3
39211,8000,8,100.00,3,3,1,1,4,4,3
39212,1000,ND,75.72,814*,202*,920*,533*,308*,4*,772*
39212,2000,ND,95.88,2*,3,198*,1*,4,4*,3*
39212,3000,239,98.49,2,3,1*,1*,4,4,3*
39212,4000,239,99.65,2,3,1*,1*,4,4,3
39212,5000,239,99.87,2,3,1,1*,4,4,3
39212,6000,239,99.87,2,3,1,1*,4,4,3
39212,7000,239,99.97,2,3,1,1*,4,4,3
39212,8000,239,100.00,2,3,1,1,4,4,3
39213,1000,ND,58.73,632*,820*,494*,422*,20*,26*,""
39213,2000,398,91.91,3*,35*,19*,2*,20*,26*,39*
39213,3000,398,97.10,3*,35*,19*,2*,20,26,39*
39213,4000,398,99.48,3*,35*,19,2,20,26,39*
39213,5000,398,99.90,3*,35,19,2,20,26,39
39213,6000,398,100.00,3,35,19,2,20,26,39
39213,7000,398,100.00,3,35,19,2,20,26,39
39213,8000,398,100.00,3,35,19,2,20,26,39
39214,1000,ND,76.77,64*,220*,798*,150*,643*,163*,3*
39214,2000,ND,96.72,3*,3*,868*,514*,4*,4*,3
39214,3000,ND,98.65,3,3*,1,514*,4*,4*,3
39214,4000,8,99.48,3,3,1,1*,4*,4*,3
39214,5000,8,99.84,3,3,1,1,4,4*,3
39214,6000,8,100.00,3,3,1,1,4,4,3
39214,7000,8,100.00,3,3,1,1,4,4,3
39214,8000,8,100.00,3,3,1,1,4,4,3
39215,1000,ND,62.69,520*,241*,485*,277*,173*,3*,977*
39215,2000,ND,82.90,58*,878*,371*,2*,6*,3*,977*
39215,3000,ND,89.44,58*,241*,2*,2,6*,3*,2*
39215,4000,4618,99.68,551,2*,2,2,6,3,2*
39215,5000,4618,99.97,551,2*,2,2,6,3,2
39215,6000,4618,99.97,551,2*,2,2,6,3,2
39215,7000,4618,99.97,551,2*,2,2,6,3,2
39215,8000,4618,99.97,551,2*,2,2,6,3,2
39216,1000,ND,59.02,623*,337*,"",1*,131*,4*,3*
39216,2000,3341,95.84,377*,3*,1*,1,4*,4,3*
39216,3000,ND,99.10,3*,3*,326*,1,4*,4,3
39216,4000,ND,99.71,3,3*,326*,1,4*,4,3
39216,5000,ND,99.97,3,3,326*,1,4,4,3
39216,6000,8,100.00,3,3,1,1,4,4,3
39216,7000,8,100.00,3,3,1,1,4,4,3
39216,8000,8,100.00,3,3,1,1,4,4,3
39217,1000,ND,80.84,234*,352*,414*,12*,222*,4*,3*
39217,2000,ND,89.86,234*,513*,1*,488*,222*,4*,3*
39217,3000,ND,96.75,3,474*,1*,1*,395*,4,3
39217,4000,8,99.00,3,3*,1*,1*,4*,4,3
39217,5000,8,99.77,3,3,1*,1,4*,4,3
39217,6000,8,100.00,3,3,1,1,4,4,3
39217,7000,8,100.00,3,3,1,1,4,4,3
39217,8000,8,100.00,3,3,1,1,4,4,3
39218,1000,ND,69.35,504*,32*,744*,411*,372*,4*,3*
39218,2000,ND,87.60,3*,32*,744*,1*,116*,4*,3*
39218,3000,ND,97.36,3*,32,1*,1*,4*,4,413*
39218,4000,254,99.45,3*,32,1*,1,4*,4,3*
39218,5000,254,99.97,3,32,1*,1,4,4,3
39218,6000,254,100.00,3,32,1,1,4,4,3
39218,7000,254,100.00,3,32,1,1,4,4,3
39218,8000,254,100.00,3,32,1,1,4,4,3
39219,1000,ND,89.50,2*,602*,171*,663*,1007*,4*,756*
39219,2000,ND,95.33,2*,327*,171*,1,1007*,4,756*
39219,3000,ND,98.20,2*,3*,171*,1,1007*,4,3*
39219,4000,239,99.03,2*,3*,1*,1,4,4,3
39219,5000,239,99.65,2,3*,1*,1,4,4,3
39219,6000,239,100.00,2,3,1,1,4,4,3
