reads,sketch_id,shared_hashes,mlst,meca,pvl,scc,clindamycin,rifampicin,ciprofloxacin,vancomycin,tetracycline,mupirocin,gentamicin,trimethoprim,penicillin,methicillin,erythromycin,fusidicacid,pubmlst_id,resolution
3000,-,-,ST30,MSSA,PVL-,-,S,S,S,S,S,S,S,S,R,S,S,S,45492,1k
4000,-,-,ST30,MSSA,PVL-,-,S,S,S,S,S,S,S,S,R,S,S,S,45492,1k
5000,-,-,ST30,MSSA,PVL-,-,S,S,S,S,S,S,S,S,R,S,S,S,45492,1k
6000,-,-,ST36,MSSA,PVL-,-,S,S,S,S,S,S,S,S,R,S,S,S,45492,1k
7000,-,-,ST30,MSSA,PVL-,-,S,S,S,S,S,S,S,S,R,S,S,S,45492,1k
8000,-,-,ST30,MSSA,PVL-,-,S,S,S,S,S,S,S,S,R,S,S,S,45492,1k
1000,-,-,ST225,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,45493,1k
2000,-,-,ST5,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,45493,1k
3000,-,-,ST5,MRSA,PVL*,SCCmec-I,R,S,R,S,S,S,R,S,R,R,R,S,45493,1k
4000,-,-,ST5,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,R,45493,1k
5000,-,-,ST5,MRSA,PVL*,-,S,S,S,S,S,S,S,S,R,R,S,S,45493,1k
6000,-,-,ST5,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,45493,1k
7000,-,-,ST5,MRSA,PVL*,-,S,S,S,S,S,S,S,S,R,R,S,S,45493,1k
8000,-,-,ST5,MRSA,PVL*,SCCmec-II,R,S,S,S,S,S,S,S,R,R,R,S,45493,1k
1000,-,-,ST59,MSSA,PVL-,-,S,S,S,S,S,S,S,S,S,S,S,S,45494,1k
2000,-,-,ST59,MSSA,PVL-,-,S,S,S,S,S,S,S,S,S,S,S,S,45494,1k
3000,-,-,ST59,MSSA,PVL-,-,S,S,S,S,S,S,S,S,S,S,S,S,45494,1k
4000,-,-,ST59,MSSA,PVL-,-,S,S,S,S,S,S,S,S,S,S,S,S,45494,1k
5000,-,-,ST59,MSSA,PVL-,-,S,S,S,S,S,S,S,S,S,S,S,S,45494,1k
6000,-,-,ST121,MSSA,PVL+,-,S,S,S,S,R,S,S,S,R,S,S,S,45494,1k
7000,-,-,ST121,MSSA,PVL+,-,S,S,S,S,S,S,S,R,R,S,S,S,45494,1k
8000,-,-,ST22,MRSA,PVL-,SCCmec-IV,R,S,R,S,S,S,S,S,R,R,R,S,45494,1k
1000,-,-,ST8,MRSA,PVL*,SCCmec-II,S,S,R,S,S,S,S,S,R,R,S,S,45495,1k
2000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,45495,1k
3000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,45495,1k
4000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,45495,1k
5000,-,-,ST8,MSSA,PVL*,-,R,S,S,S,S,S,S,S,R,S,R,S,45495,1k
6000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,45495,1k
7000,-,-,ST8,MSSA,PVL*,-,R,S,S,S,S,S,S,S,R,S,R,S,45495,1k
8000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,45495,1k
1000,-,-,ST7,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,45496,1k
2000,-,-,ST7,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,45496,1k
3000,-,-,ST7,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,45496,1k
4000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,45496,1k
5000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,45496,1k
6000,-,-,ST8,MRSA,PVL*,-,R,S,S,S,S,S,S,S,R,R,R,S,45496,1k
7000,-,-,ST5,MRSA,PVL*,SCCmec-II,S,S,S,S,S,S,S,S,R,R,S,S,45496,1k
8000,-,-,ST5,MRSA,PVL*,SCCmec-II,R,R,S,S,S,S,S,S,R,R,R,S,45496,1k
1000,-,-,ST5,MRSA,PVL*,-,R,S,R,S,S,S,S,S,R,R,R,S,45497,1k
2000,-,-,ST5,MRSA,PVL*,-,S,S,R,S,S,S,S,S,R,R,S,S,45497,1k
3000,-,-,ST5,MRSA,PVL*,SCCmec-II,R,S,S,S,S,S,S,S,R,R,R,S,45497,1k
4000,-,-,ST5,MRSA,PVL*,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,R,S,45497,1k
5000,-,-,ST5,MRSA,PVL*,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,R,S,45497,1k
6000,-,-,ST5,MRSA,PVL*,SCCmec-II,S,S,R,S,S,S,S,S,R,R,R,S,45497,1k
7000,-,-,ST5,MRSA,PVL*,SCCmec-II,S,S,S,S,S,S,S,S,R,R,S,S,45497,1k
8000,-,-,ST5,MRSA,PVL*,SCCmec-II,S,S,S,S,S,S,S,S,R,R,S,S,45497,1k
1000,-,-,ST5,MRSA,PVL*,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,45498,1k
2000,-,-,ST5,MRSA,PVL*,-,S,S,S,S,S,S,S,S,R,R,S,S,45498,1k
3000,-,-,ST5,MRSA,PVL*,SCCmec-II,R,S,S,S,S,S,S,S,R,R,R,S,45498,1k
4000,-,-,ST5,MRSA,PVL*,SCCmec-IV,R,S,S,S,S,S,S,S,R,R,R,S,45498,1k
5000,-,-,ST5,MRSA,PVL*,-,S,S,S,S,S,S,S,S,R,R,S,S,45498,1k
6000,-,-,ST5,MRSA,PVL*,-,S,S,S,S,S,S,S,S,R,R,S,S,45498,1k
7000,-,-,ST5,MRSA,PVL*,-,S,S,S,S,S,S,S,S,R,R,S,S,45498,1k
8000,-,-,ST5,MRSA,PVL*,-,S,S,S,S,S,S,S,S,R,R,S,S,45498,1k
1000,-,-,ST72,MRSA,PVL*,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,45499,1k
2000,-,-,ST72,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,45499,1k
3000,-,-,ST72,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,45499,1k
4000,-,-,ST72,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,45499,1k
5000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,45499,1k
6000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,45499,1k
7000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,45499,1k
8000,-,-,ST8,MRSA,PVL*,-,S,S,R,S,S,S,S,S,R,R,S,S,45499,1k
1000,-,-,ST15,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,45500,1k
2000,-,-,ST15,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,45500,1k
3000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,R,S,45500,1k
4000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,45500,1k
5000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,45500,1k
6000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,45500,1k
7000,-,-,ST1,MRSA,PVL*,-,R,S,S,S,S,S,S,S,R,R,R,S,45500,1k
8000,-,-,ST8,MRSA,PVL*,-,R,S,S,S,S,S,S,S,R,R,R,S,45500,1k
1000,-,-,ST45,MSSA,PVL-,-,S,S,S,S,S,S,S,S,R,S,S,S,45501,1k
2000,-,-,ST45,MSSA,PVL-,-,S,S,S,S,S,S,S,S,R,S,S,S,45501,1k
3000,-,-,ST45,MSSA,PVL-,-,S,S,S,S,S,S,S,S,R,S,S,S,45501,1k
4000,-,-,ST45,MRSA,PVL-,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,45501,1k
5000,-,-,ST45,MRSA,PVL-,-,S,S,S,S,S,S,S,S,R,R,S,S,45501,1k
6000,-,-,ST45,MSSA,PVL-,-,S,S,S,S,S,S,S,S,R,S,S,S,45501,1k
7000,-,-,ST45,MSSA,PVL-,-,S,S,S,S,S,S,S,S,R,S,S,S,45501,1k
8000,-,-,ST45,MSSA,PVL-,-,S,S,S,S,S,S,S,S,R,S,S,S,45501,1k
1000,-,-,ST225,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,45502,1k
2000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,45502,1k
3000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,45502,1k
4000,-,-,ST8,MSSA,PVL*,-,R,S,S,S,S,S,S,S,R,S,R,S,45502,1k
5000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,45502,1k
6000,-,-,ST8,MSSA,PVL*,-,R,S,S,S,S,S,S,S,R,S,R,S,45502,1k
7000,-,-,ST8,MSSA,PVL*,-,R,S,S,S,S,S,S,S,R,S,R,S,45502,1k
8000,-,-,ST22,MRSA,PVL*,-,R,S,R,S,S,S,S,S,R,R,R,S,45502,1k
1000,-,-,ST36,MSSA,PVL-,-,R,S,S,S,S,S,S,S,R,S,R,S,45503,1k
2000,-,-,ST36,MSSA,PVL-,-,R,S,S,S,S,S,S,S,R,S,R,S,45503,1k
3000,-,-,ST30,MSSA,PVL-,-,S,S,S,S,S,S,S,S,R,S,S,S,45503,1k
4000,-,-,ST30,MSSA,PVL-,-,S,S,S,S,S,S,S,S,R,S,S,S,45503,1k
5000,-,-,ST30,MSSA,PVL-,-,S,S,S,S,S,S,S,S,R,S,S,S,45503,1k
6000,-,-,ST36,MSSA,PVL-,-,S,S,S,S,S,S,S,S,R,S,S,S,45503,1k
7000,-,-,ST30,MSSA,PVL-,-,S,S,S,S,S,S,S,S,R,S,S,S,45503,1k
8000,-,-,ST30,MSSA,PVL-,-,S,S,S,S,S,S,S,S,R,S,S,S,45503,1k
1000,-,-,ST15,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,45504,1k
2000,-,-,ST15,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,45504,1k
3000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,45504,1k
4000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,45504,1k
5000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,45504,1k
6000,-,-,ST8,MSSA,PVL*,-,R,S,S,S,S,S,S,S,R,S,R,S,45504,1k
7000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,45504,1k
8000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,45504,1k
1000,-,-,ST5,MRSA,PVL*,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,S,S,45505,1k
2000,-,-,ST228,MRSA,PVL*,SCCmec-I,R,S,R,S,S,S,S,S,R,R,R,S,45505,1k
3000,-,-,ST5,MRSA,PVL*,SCCmec-II,R,S,S,S,S,S,S,S,R,R,R,S,45505,1k
4000,-,-,ST5,MRSA,PVL*,SCCmec-II,S,S,S,S,S,S,S,S,R,R,S,S,45505,1k
5000,-,-,ST5,MRSA,PVL*,-,S,S,S,S,S,S,S,S,R,R,S,S,45505,1k
6000,-,-,ST5,MRSA,PVL*,SCCmec-II,R,S,S,S,S,S,S,S,R,R,R,S,45505,1k
7000,-,-,ST5,MRSA,PVL*,-,S,S,R,S,S,S,S,S,R,R,S,S,45505,1k
8000,-,-,ST5,MRSA,PVL*,-,R,S,R,S,S,S,S,S,R,R,R,S,45505,1k
1000,-,-,ST30,MSSA,PVL-,-,S,S,S,S,S,S,S,S,R,S,S,S,45506,1k
2000,-,-,ST36,MRSA,PVL-,SCCmec-II,R,S,R,S,S,S,S,R,R,R,R,S,45506,1k
3000,-,-,ST30,MSSA,PVL-,-,S,S,S,S,S,S,S,S,R,S,S,S,45506,1k
4000,-,-,ST30,MSSA,PVL-,-,S,S,S,S,S,S,S,S,R,S,S,S,45506,1k
5000,-,-,ST30,MSSA,PVL-,-,S,S,S,S,S,S,S,S,R,S,S,S,45506,1k
6000,-,-,ST30,MSSA,PVL-,-,S,S,S,S,S,S,S,S,R,S,S,S,45506,1k
7000,-,-,ST36,MRSA,PVL-,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,45506,1k
8000,-,-,ST30,MSSA,PVL-,-,S,S,S,S,S,S,S,S,R,S,S,S,45506,1k
1000,-,-,ST15,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,45507,1k
2000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,45507,1k
3000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,45507,1k
4000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,45507,1k
5000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,45507,1k
6000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,45507,1k
7000,-,-,ST8,MRSA,PVL*,-,R,S,S,S,S,S,S,S,R,R,R,S,45507,1k
8000,-,-,ST5,MRSA,PVL*,-,R,S,S,S,S,S,S,S,R,R,R,S,45507,1k
1000,-,-,ST188,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,45508,1k
2000,-,-,ST188,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,45508,1k
3000,-,-,ST188,MSSA,PVL*,-,R,S,R,S,S,S,S,S,R,S,R,S,45508,1k
4000,-,-,ST72,MRSA,PVL*,-,R,S,R,S,S,S,S,S,R,R,R,S,45508,1k
5000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,45508,1k
6000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,45508,1k
7000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,45508,1k
8000,-,-,ST5,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,45508,1k
1000,-,-,ST5,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,45509,1k
2000,-,-,ST5,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,45509,1k
3000,-,-,ST5,MRSA,PVL*,SCCmec-I,R,S,R,S,S,S,R,S,R,R,R,S,45509,1k
4000,-,-,ST5,MRSA,PVL*,SCCmec-II,S,S,S,S,S,S,S,S,R,R,S,S,45509,1k
5000,-,-,ST5,MRSA,PVL*,SCCmec-II,S,S,S,S,S,S,S,S,R,R,S,S,45509,1k
6000,-,-,ST5,MRSA,PVL*,-,S,S,R,S,S,S,S,S,R,R,S,S,45509,1k
7000,-,-,ST5,MRSA,PVL*,SCCmec-II,S,S,S,S,S,S,S,S,R,R,S,S,45509,1k
8000,-,-,ST5,MRSA,PVL*,SCCmec-II,S,S,S,S,S,S,S,S,R,R,S,S,45509,1k
1000,-,-,ST188,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,45510,1k
2000,-,-,ST188,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,45510,1k
3000,-,-,ST188,MSSA,PVL*,-,S,S,R,S,S,S,S,S,R,S,S,S,45510,1k
4000,-,-,ST72,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,45510,1k
5000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,45510,1k
6000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,45510,1k
7000,-,-,ST8,MRSA,PVL*,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,45510,1k
8000,-,-,ST5,MRSA,PVL*,-,R,S,S,S,S,S,S,S,R,R,R,S,45510,1k
1000,-,-,ST398,MRSA,PVL-,Vc,R,S,S,S,R,S,S,R,R,R,R,S,45511,1k
2000,-,-,ST398,MRSA,PVL-,Vc,R,S,S,S,R,S,S,S,R,R,R,S,45511,1k
3000,-,-,ST398,MRSA,PVL-,Vc,S,S,S,S,R,S,S,S,R,R,S,S,45511,1k
4000,-,-,ST398,MRSA,PVL-,Vc,R,S,S,S,R,S,S,R,R,R,R,S,45511,1k
5000,-,-,ST398,MRSA,PVL-,Vc,R,S,S,S,R,S,S,S,R,R,R,S,45511,1k
6000,-,-,ST398,MRSA,PVL-,Vc,R,S,S,S,R,S,S,R,R,R,R,S,45511,1k
7000,-,-,ST398,MRSA,PVL-,Vc,R,S,S,S,R,S,S,R,R,R,R,S,45511,1k
8000,-,-,ST398,MRSA,PVL-,Vc,R,S,S,S,R,S,S,R,R,R,R,S,45511,1k
1000,-,-,ST72,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,45512,1k
2000,-,-,ST72,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,45512,1k
3000,-,-,ST72,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,45512,1k
4000,-,-,ST72,MRSA,PVL*,SCCmec-II,S,S,S,S,S,S,S,S,R,R,S,S,45512,1k
5000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,45512,1k
6000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,45512,1k
7000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,45512,1k
8000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,45512,1k
1000,-,-,ST8,MRSA,PVL+,-,S,S,S,S,S,S,S,S,R,R,S,S,45513,1k
2000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,45513,1k
3000,-,-,ST8,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,45513,1k
4000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,45513,1k
5000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,45513,1k
6000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,45513,1k
7000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,45513,1k
8000,-,-,ST8,MSSA,PVL*,-,R,S,S,S,S,S,S,S,R,S,R,S,45513,1k
1000,-,-,ST239,MRSA,PVL*,SCCmec-III,R,S,R,S,R,R,R,R,R,R,R,S,45514,1k
2000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,45514,1k
3000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,45514,1k
4000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,45514,1k
5000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,45514,1k
6000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,45514,1k
7000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,45514,1k
8000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,45514,1k
1000,-,-,ST59,MSSA,PVL-,-,S,S,S,S,S,S,S,S,S,S,S,S,45515,1k
2000,-,-,ST59,MSSA,PVL-,-,S,S,S,S,S,S,S,S,S,S,S,S,45515,1k
3000,-,-,ST87,MSSA,PVL-,-,S,S,S,S,S,S,S,S,S,S,S,S,45515,1k
4000,-,-,ST87,MSSA,PVL-,-,S,S,S,S,S,S,S,S,R,S,S,S,45515,1k
5000,-,-,ST59,MSSA,PVL-,-,S,S,S,S,S,S,S,S,R,S,S,S,45515,1k
6000,-,-,ST133,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,45515,1k
7000,-,-,ST59,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,45515,1k
8000,-,-,ST22,MRSA,PVL-,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,S,S,45515,1k
1000,-,-,ST8,MRSA,PVL*,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,S,S,45516,1k
2000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,45516,1k
3000,-,-,ST8,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,45516,1k
4000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,45516,1k
5000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,45516,1k
6000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,45516,1k
7000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,45516,1k
8000,-,-,ST8,MSSA,PVL*,-,R,S,S,S,S,S,S,S,R,S,R,S,45516,1k
1000,-,-,ST225,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,45517,1k
2000,-,-,ST5,MSSA,PVL*,-,R,S,R,S,S,S,S,S,R,S,R,S,45517,1k
3000,-,-,ST5,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,45517,1k
4000,-,-,ST5,MRSA,PVL*,SCCmec-II,S,S,S,S,S,S,S,S,R,R,S,S,45517,1k
5000,-,-,ST5,MRSA,PVL*,Vc,S,S,S,S,S,S,S,S,R,R,S,S,45517,1k
6000,-,-,ST5,MRSA,PVL*,SCCmec-II,S,S,S,S,S,S,S,S,R,R,S,S,45517,1k
7000,-,-,ST5,MRSA,PVL*,-,S,S,R,S,S,S,S,S,R,R,S,S,45517,1k
8000,-,-,ST5,MRSA,PVL*,SCCmec-II,R,R,R,S,S,S,S,S,R,R,R,S,45517,1k
1000,-,-,ST15,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,45518,1k
2000,-,-,ST582,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,45518,1k
3000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,45518,1k
4000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,45518,1k
5000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,45518,1k
6000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,45518,1k
7000,-,-,ST5,MRSA,PVL*,-,R,S,S,S,S,S,S,S,R,R,R,S,45518,1k
8000,-,-,ST5,MRSA,PVL*,-,R,S,S,S,S,S,S,S,R,R,R,S,45518,1k
1000,-,-,ST5,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,45519,1k
2000,-,-,ST5,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,45519,1k
3000,-,-,ST5,MRSA,PVL*,SCCmec-I,R,S,S,S,S,S,S,S,R,R,R,S,45519,1k
4000,-,-,ST5,MRSA,PVL*,SCCmec-II,S,S,S,S,S,S,S,S,R,R,S,S,45519,1k
5000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,45519,1k
6000,-,-,ST8,MRSA,PVL*,-,S,S,S,S,S,S,S,S,R,R,S,S,45519,1k
7000,-,-,ST8,MRSA,PVL*,SCCmec-II,S,S,S,S,S,S,S,S,R,R,S,S,45519,1k
8000,-,-,ST5,MRSA,PVL*,-,S,S,S,S,S,S,S,S,R,R,S,S,45519,1k
1000,-,-,ST72,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,45520,1k
2000,-,-,ST72,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,45520,1k
3000,-,-,ST72,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,45520,1k
4000,-,-,ST72,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,45520,1k
5000,-,-,ST72,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,45520,1k
6000,-,-,ST1,MRSA,PVL*,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,45520,1k
7000,-,-,ST8,MRSA,PVL*,-,S,S,S,S,S,S,S,S,R,R,S,S,45520,1k
8000,-,-,ST8,MRSA,PVL*,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,45520,1k
1000,-,-,ST398,MRSA,PVL-,Vc,S,S,S,S,S,S,S,S,R,R,S,S,45521,1k
2000,-,-,ST398,MRSA,PVL-,Vc,R,S,S,S,R,S,S,R,R,R,R,S,45521,1k
3000,-,-,ST398,MRSA,PVL-,Vc,R,S,S,S,R,S,S,S,R,R,R,S,45521,1k
4000,-,-,ST398,MRSA,PVL-,Vc,R,S,S,S,R,S,S,R,R,R,R,S,45521,1k
5000,-,-,ST398,MRSA,PVL-,Vc,R,S,S,S,R,S,S,S,R,R,R,S,45521,1k
6000,-,-,ST398,MRSA,PVL-,Vc,R,S,S,S,R,S,S,R,R,R,R,S,45521,1k
7000,-,-,ST398,MRSA,PVL-,Vc,R,S,S,S,R,S,S,R,R,R,R,S,45521,1k
8000,-,-,ST398,MRSA,PVL-,Vc,R,S,S,S,R,S,S,R,R,R,R,S,45521,1k
1000,-,-,ST59,MSSA,PVL-,-,S,S,S,S,S,S,S,S,S,S,S,S,45522,1k
2000,-,-,ST59,MSSA,PVL-,-,S,S,S,S,S,S,S,S,S,S,S,S,45522,1k
3000,-,-,ST87,MSSA,PVL-,-,S,S,S,S,S,S,S,S,S,S,S,S,45522,1k
4000,-,-,ST59,MSSA,PVL-,-,S,S,S,S,S,S,S,S,S,S,S,S,45522,1k
5000,-,-,ST87,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,45522,1k
6000,-,-,ST133,MSSA,PVL*,-,R,S,S,S,R,S,S,S,R,S,R,S,45522,1k
7000,-,-,ST5,MRSA,PVL-,SCCmec-IV,R,S,R,S,S,S,S,S,R,R,R,S,45522,1k
8000,-,-,ST22,MRSA,PVL-,SCCmec-IV,R,S,S,S,R,S,S,S,R,R,R,S,45522,1k
1000,-,-,ST8,MRSA,PVL+,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,R,S,45523,1k
2000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,45523,1k
3000,-,-,ST8,MSSA,PVL*,-,R,S,S,S,S,S,S,S,R,S,R,S,45523,1k
4000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,45523,1k
5000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,45523,1k
6000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,45523,1k
7000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,45523,1k
8000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,45523,1k
